station,arrival_delay,departure_delay,min_arrival_delay,min_departure_delay,max_arrival_delay,max_departure_delay
Komen,2.8744071260001151,3.406591943657133,-1,-1,71,82
Kontich-Lint,2.4503410053722894,2.5070154730141879,-15,-15,133,132
Kortemark,1.9488280788759003,2.5262965571893986,-10,-9,225,225
Kortenberg,2.8490928660675307,2.948786229108269,-9,-9,164,164
Kortenberg-Goederen,2.0226088613508397,2.0222696565671467,-4,-4,141,141
Kortrijk,3.1008922701230394,2.1517670587046142,-68,-1,150,121
Kortrijk-Goederen,3.6,3.6,3,3,3,3
Kwatrecht,2.3644454595421662,2.6206381670112413,-34,-34,285,285
Labuissière,3.3079642248722317,3.4164822695035461,0,0,68,68
La Louvière-Centrum,1.9577761419132433,1.9277330105273301,-5,-2,103,92
La Louvière-Industriestation,1.6173637515842839,1.6177744697132745,-5,-5,99,99
La Louvière-Zuid,1.8675655514149924,2.134207666972259,-10,-10,93,83
Landegem,2.1230360172627791,2.1963353036308141,-34,-34,262,262
Landelies,0.71453199617956065,2.6166286799620133,-2,0,69,69
Landen,3.8691974092094188,3.9101646572723629,-10,-4,161,162
Landskouter,2.6966316183749365,3.3440733333333333,-11,-6,70,71
Langdorp,2.1412255855077334,2.6878667977586469,-29,-29,123,123
La Roche(Brabant),1.227666634911562,2.6300129898932294,-2,-2,54,54
Lauwe,2.5906737716041991,2.5906737716041991,-2,-2,73,73
Lebbeke,2.4537004830917874,3.0071886697341184,-3,-3,142,144
Le Campinaire,1.9843231732625918,2.2959843158464035,-2,-2,93,93
Lede,2.8287520217927982,3.1910837257314159,-8,-8,114,114
Leignon,1.0856705046686143,2.0522929500342231,-1,0,122,40
Leman,2.5509989699007256,2.8315829657278588,-7,-7,150,150
Lembeek,2.2792710980835946,2.6316346504146367,-4,-4,142,142
Lens,3.3705831521436138,4.0351731421266189,-6,-12,72,73
Leopoldsburg,2.9746458254627881,3.2877906608376101,-5,-5,63,66
Lessen,3.1102813852813853,3.2090469360780674,-1,-2,52,52
Leuven,2.9624573559897491,2.5795292210004224,-18,-10,175,154
Leuze,2.481961741961742,3.199231442747349,-3,-1,202,203
Leval,1.0994116582186821,2.143729744328412,-2,-1,61,62
Libramont,1.8604524089306698,1.3294400081900082,-15,-2,113,85
Lichtervelde,2.4662669144835182,2.6388151179680446,-24,-5,115,225
Liedekerke,2.5041172303519744,2.6168309121286778,-25,-25,158,158
Liège-Guillemins-Faisceau,9.5166666666666667,3.6635802469135802,0,-43,40,40
Lier,2.6737146699325217,2.8691538290766588,-29,-29,127,120
Lierde,1.458526932418917,2.4270303445519683,-1,0,76,77
Liers,0.38544603743528474667,0.92418834402262677833,-30,-25,191,108
Liers-Faisceau,0.05317669029651650333,-0.16148156534208838,-11,-29,108,47
Ligny,0.60147784034870032833,1.7201374996030612,-3,-2,52,52
Lillois,2.6006349032426937,3.1251256021918873,-8,-8,105,105
Limal,1.223794136760777,1.8935365853658537,-10,-10,133,134
Linkebeek,2.1764177912689415,2.6800304822399883,-5,-2,82,82
Lissewege,0.925235552763819095,1.770157422852377,-1,0,41,42
Lobbes,1.5137755587256301,1.7621855121997532,-2,0,61,72
Lobbes-Garage,1.2007599506032108,1.2188698955365622,-1,-1,61,64
Lodelinsart,0.13612517976614769,1.5183520950594121,-5,-1,53,115
Lokeren,2.6162613328348444,2.9568583235896389,-4,0,159,160
Lokeren-Oost,2.252970426102503,2.2513595306825589,-2,-2,159,159
Lommel,3.6274686210831212,4.3852750951126719,-1,-1,72,72
Londerzeel,2.1055309130064446,1.3299740728215534,-4,-4,98,98
Lonzée,2.2681847268405837,2.6284570272309486,-3,-3,144,144
Lot,2.3713117029101153,2.7077872336493504,-47,-47,161,161
Louvain-la-Neuve,2.2234642462727775,0.900040830740029575,0,0,77,65
Luik-Carré,2.0454163872000692,2.4317487771165016,-1,-1,147,148
Luik-Guillemins,3.0838432016895792,2.7286560615658947,-43,0,176,151
Luik-Sint-Lambertus,2.393710906269106,2.4731993712462462,-18,-5,149,148
Lustin,1.4180463658524452,1.9002229106226746,-1,-1,89,89
Luttre,2.1179405455102666,2.8270039804041641,-13,-4,119,108
Machelen,7.8865907653383934,7.8865907653383934,-26,-26,96,96
Maffle,2.8121747134131035,3.5622134001950132,-10,-10,78,78
Malderen,2.2541309523809524,2.7247107359635812,-4,-4,97,97
Manage,1.8495643722447846,0.89069864009135264167,-4,-4,113,76
Marbehan,1.0554545454545455,1.085106103286385,-1,0,56,55
Marche-en-Famenne,2.4539663951120163,3.014347516286645,-1,-2,71,73
Marche-les-Dames,2.3785881986402733,2.69411178644581,-2,-2,147,147
Marche-les-Dames-Marchandises,2.5157306057976818,2.5157484037464682,-2,-2,147,147
Marche-lez-Ecaussinnes,1.6541578854935019,1.9760780287474333,-6,-6,100,100
Marchienne-au-Pont,1.9962124770724288,2.5274302304845972,-6,-3,108,109
Marchienne-Zone,1.398241110477277,1.8763979872780784,-1,-1,69,70
Marcinelle,3.2254948535233571,3.239944576405384,-8,-8,44,44
Maria-Aalter,2.4981899846768176,2.6471874003734572,-39,-39,288,288
Mariembourg,1.533349847246305,1.3898476947272577,-2,-1,72,71
Marloie,1.367384295744376,1.6222635747685848,-3,-2,72,51
Masnuy-Saint-Pierre,2.2613551099216678,2.586994981868796,-6,-6,134,134
Maubray,2.1341529061515561,2.1377525055823856,-6,-6,100,100
Mazy,7.275,7.275,-1,-1,26,26
Mechelen,2.6791825821237586,2.6555558856651331,-6,-6,158,174
Mechelen-Nekkerspoel,2.8565574868548846,3.1632202032337188,-8,-8,146,149
Meiser,1.8306350868325089,2.1652229953850591,-12,-5,136,89
Melkouwen,1.8425349492372296,2.2995398089171975,-28,-28,101,101
Melle,2.3996428448186618,2.6305692698982645,-63,-63,285,285
Melle-T.W.,6.8564102564102564,7.8344444444444444,-3,-2,38,30
Melreux-Hotton,1.9494200834265948,3.0913003663003663,-3,-1,71,72
Melsele,2.2257599429871447,2.5449758602978942,-12,-2,96,96
Menen,2.7241980112408128,3.0273890175227968,-2,-1,81,88
Merchtem,2.7794464454163451,2.7860107761852733,-2,-2,149,149
Merelbeke,2.6177409864127528,2.7852267743044442,-62,-62,285,285
Merelbeke-Centraal,-0.34577546296296296333,-0.69301513387660069833,-6,-25,30,31
Merelbeke-Sas T.W.,18.0083333333333333,18.0083333333333333,1,1,57,57
Mérode,2.0984929139301763,2.731151176686891,-7,-7,89,90
Méry,3.0455936966777075,3.8337255883825739,-4,-4,68,69
Messancy,1.5078701155751238,1.9886127103631532,-5,-1,73,73
Mévergnies-Attre,2.8314143865227457,3.5370478494175216,-9,-9,79,79
Milmort,1.2443472857707733,1.637492252386265,-24,-24,190,190
Moensberg,1.3455554560916659,2.256584389593062,-6,-3,72,120
Moeskroen,2.3279911719138238,2.6558914663763504,-2,-1,66,73
Mol,3.1267450380706617,3.6801613337770805,-9,0,111,73
Mollem,2.6399094063222822,3.115494311809005,-2,-2,174,174
Momalle,2.5946095200860131,3.0439782003030451,-3,-3,169,169
Mont-Saint-Guibert,2.6507050292083529,2.7111429593125258,-2,-2,142,142
Montzen-Est,8.8811594202898551,8.8811594202898551,-6,-6,37,37
Moortsele,1.9500067025925628,2.7169962109083147,-11,-17,69,70
Morlanwelz,1.6533278786887034,2.0147470257550007,-10,-10,81,81
Mortsel,1.9344937541928855,2.3480594768748145,-24,-24,126,126
Mortsel-Deurnesteenweg,2.8042746522879101,2.8436703642149474,-3,-3,126,126
Mortsel-Liersesteenweg,1.9767256890144445,2.9387926416926116,-16,-16,127,127
Mortsel-Oude God,2.5648004017072558,2.8900523678098804,-8,-5,126,126
Moustier,1.4156216756538645,1.8029174902994363,-2,-2,86,86
Moustier-Garage,1.8158935322835224,1.8171071467900011,-2,-2,87,87
Mouterij,1.9059312409663432,2.4332339796479648,-4,-4,118,119
Muizen,1.9481607345138019,2.3119326710027875,-7,-7,85,85
Muizen-Goederen,10.6137254901960784,3.7388888888888889,0,0,45,14
Munkzwalm,2.3940704390942085,2.7245429377017389,-2,-2,138,138
Namêche,2.6991497052608164,2.8895986800439985,-1,-1,147,147
Namen,1.6552997107632583,1.9118145556131559,-5,-4,147,146
Namur-Herbatte,1.6223123551435193,1.6223252326878417,-10,-8,147,147
Naninne,1.4346895292207792,1.9014069373090225,-2,-1,82,82
Natoye,0.86796193363651676,1.8625025247424763,-8,0,53,53
Neerpelt,3.1433443738250828,3.7264146159582401,-2,-3,78,76
Neerwinden,3.2768121500028866,3.2201316744170707,-6,-6,161,161
Nessonvaux,2.3749538514995548,2.7290794186713415,-2,-2,132,132
Neufchâteau,0.56022967663946811667,1.3777752648045535,-2,-5,55,55
Neufvilles,2.1410320249951181,2.3830450417504724,-6,-6,134,134
Neufvilles-Garage,2.3278048840138425,2.3278048840138425,-5,-5,134,134
Niel,1.3151017014199821,2.655270092226614,-9,-9,124,124
Nieuwkerken-Waas,2.0881580661305472,2.3151566559053553,-2,-2,95,95
Nijlen,2.6864697013525478,2.7605273302319062,-7,-6,236,120
Nijvel,2.6086977789636242,2.8675379009219582,-8,-8,105,106
Nimy,1.8032338813341452,2.2390883152327142,-4,-4,94,94
Ninove,2.7056939085700924,2.805033655253146,-1,-1,58,73
Ninove-Wijkspoor,2.5592885144227956,2.5592885144227956,0,0,59,59
Noorderkempen,2.2211732973701956,2.9285677285677286,-1,0,77,73
Nossegem,2.9209855626250428,3.0784339335417098,-8,-8,164,164
Obaix-Buzet,3.2806162598060712,3.5249583470149708,-10,-10,107,107
Obourg,1.5724721704243657,1.9057149794461761,-5,-5,92,92
Obourg-Marchandises,1.6798999591670069,1.6825569129206792,-5,-5,93,93
Okegem,2.3091677655677656,3.1969381202568593,0,0,63,64
Olen,2.6920181760150515,3.4949472020446597,-2,-2,109,110
Olne,2.4380414952988547,2.437608761361919,-3,-3,131,131
Oostende,3.512924907718583,1.4380282458149299,-2,-46,179,73
Oostende-Perron T.O.P.,3.6508527131782946,3.7956589147286822,0,0,34,36
Oostende-T.W.,3.5208333333333333,3.5208333333333333,1,1,5,5
Oostende-Zeehaven,3.6166666666666667,3.6166666666666667,1,1,5,5
Oostkamp,2.1619342862341088,2.2885063643595863,-41,-41,262,262
Opwijk,2.6859025160271898,2.6607172357566591,-2,-2,141,148
Opzullik,2.9708390931711363,3.9938888122499655,-2,-1,170,171
Ottignies,2.3802411823553473,2.4213930421473982,-9,-9,147,99
Ottignies-Relais,1.5124768775434702,1.5123412257984955,-9,-9,134,134
Oudegem,1.8904533248372855,2.2290340909090909,-32,-32,98,98
Oudenaarde,2.3658884370821166,1.8128999353826272,-2,-2,140,138
Oud-Heverlee,1.5326957966664971,1.8277310710282279,-10,-10,74,74
Ougrée,1.2288216934949443,1.9378822654340665,-2,-1,50,50
Overpelt,3.6261207551581039,4.4967767846711064,-1,-1,78,79
Paliseul,1.4947516867603141,2.289113275054406,-2,-10,90,91
Papegem,4.9779537456008044,5.0345731758398258,0,0,53,54
Pecrot,0.81400621222863702333,1.6723123425692695,-21,-14,74,74
Pepinster,2.5841999724876459,2.7927394988167681,-2,-2,132,132
Pepinster-Cité,1.00804683607374190333,2.2862146050670641,0,0,25,25
Péruwelz,1.5814520870076426,2.6693218933070662,-6,-6,98,102
Philippeville,0.54636131371821815667,1.4934509852318072,-2,-2,71,72
Piéton,1.5644746044234636,1.668235797230172,-11,-11,81,81
Poix-Saint-Hubert,1.5300691587670661,2.9224503825920612,-2,-1,55,56
Pont-à-Celles,1.0323295905636838,2.1196701271345821,-7,-5,80,92
Pont-de-Seraing,2.6365279472233519,2.9916536925472145,-7,-7,151,151
Poperinge,3.1395852228066993,1.6458057207589918,-1,0,72,37
Poulseur,3.0200267737617135,3.7082824847454236,-5,-1,69,71
Profondsart,2.2248127861130957,2.5219827776161894,-7,-7,97,97
Pry,1.7589248751978571,1.8127637130801688,-2,-2,75,75
Puurs,2.0267579823580569,1.942919669904941,-13,-13,275,275
Quaregnon,2.6545754189337417,3.4631322641386923,-2,-2,182,182
Quévy,2.4014243654014482,0.94678087349397590333,-1,0,58,74
Quiévrain,4.0903108117589279,1.5122030651340996,0,0,57,44
Rebaix,3.211120434077306,4.8346709111725447,-1,0,53,53
Remicourt,2.6454273107670265,3.196497502270663,-3,-3,168,168
Rhisnes,2.1739930067532824,2.3998714697011242,-2,-2,144,144
Rhisnes-Sas,2.5988648320980877,2.5988648320980877,-2,-2,144,144
Rivage,3.2805362001459951,3.4409223381354529,-7,-1,73,72
Rivage-Marchandises,3.1901423273529117,3.1729012098121783,-3,-8,72,72
Rixensart,2.2612776673293572,2.5682258476779749,-5,-6,284,97
Rochefort-Jemelle,2.1289259927797834,1.8100848308963054,-2,-1,54,55
Roeselare,1.8540363602110023,2.3252235323593429,-2,-2,113,113
Ronet,1.6929989809689058,2.0668528174167581,-3,-3,86,86
Ronet-Vorming,3.1698826291079812,3.1698826291079812,-2,-2,30,30
Ronse,1.5840480214054359,0.804836406531321785,-1,0,141,45
Roux,2.8882428896081537,2.920591038537504,-3,-3,108,108
Ruisbroek,2.6067671677841169,2.8669245688162361,-18,-18,161,161
Ruisbroek-Sauvegarde,1.071755142369532,2.1714253827954109,-8,-8,126,126
Saint-Denis-Bovesse,2.5367909321626998,2.8268203689767622,-8,-9,145,145
Saint-Ghislain,2.6560414326306747,2.7588330641180958,-4,-7,182,92
Sart-Bernard,1.4075197665343242,1.8690295997309115,-1,-1,77,78
Schaarbeek,2.3072275305692894,2.3163736815670517,-56,-56,167,167
Schaarbeek-Carwash,2.3011220196353436,-3.6774398868458274,-14,-22,75,67
Schaarbeek-D.O.P.,-1.4476513098464318,0.255736224028906955,-24,-16,54,26
Schaarbeek-Josaphat,1.9621154774840034,1.9504638935670608,-3,-7,88,88
Schaarbeek-NOS,0.94507843137254902,0.94611307420494699667,-19,-19,74,74
Schaarbeek-P.C.I.,11.5753968253968254,11.5753968253968254,0,0,77,77
Schaarbeek-Perron P.C.I.,8.0167316439246264,7.9934697855750487,-27,-27,96,96
Schaarbeek-Sas K/C,5.3392592592592593,5.3392592592592593,-5,-5,76,76
Scheldewindeke,2.8574386891895498,2.8236196728311051,-4,-7,70,70
Schelle,2.6633159213487918,2.701067396655632,-9,-9,124,124
Schellebelle,2.4098542458808619,2.4437020003242972,-31,-31,286,287
Schendelbeke,2.4821558769918269,3.242865686446117,-1,0,86,90
Schoonaarde,2.1328039438756162,2.656996380268678,-32,-32,98,279
Schulen,2.2067448432442877,2.2003237378246427,-29,-29,129,129
Schulen-Sas,2.4824298063121906,2.4832740658312771,-29,-29,128,128
Sclaigneaux,2.4548240926297039,2.7477361657662465,-2,-1,147,147
Sclessin,2.7033064570770377,2.969731606416196,-7,-7,151,151
Seraing,1.4268448570209134,2.0931155266844988,-2,-1,73,73
Serskamp,2.7814400397840296,3.2494988587873375,-9,-8,114,114
's-Gravenbrakel,2.6581629617878602,2.5331025289002965,-4,-4,141,142
Simonis,2.512837037037037,3.3361640235078704,-5,-5,109,109
Sinaai,2.4491334983221997,2.8109589762657247,-12,-12,159,159
Sint-Agatha-Berchem,2.0768841129372103,2.8948457676355515,-4,-4,81,82
Sint-Denijs-Boekel,2.3871510026266897,2.6902891769578891,-2,-2,138,138
Sint-Genesius-Rode,2.8193783008351456,3.0993045423596926,-3,-3,85,85
Sint-Gillis(Dendermonde),2.2273460797295697,2.7857385827109623,-4,-4,143,145
Sint-Job,1.7762163237467318,1.7311524592934813,-13,-14,120,120
Sint-Joris-Weert,1.5968241946884782,1.5353175008512087,-11,-11,74,74
Sint-Katelijne-Waver,2.6930487672423156,2.8512836879432624,-10,-10,139,139
Sint-Mariaburg,2.2746863468634686,2.3748067327289339,-7,-7,92,92
Sint-Martens-Bodegem,2.390952308703788,3.1919835793079132,-2,-2,81,82
Sint-Niklaas,2.6688108721583342,2.2900361781453757,-11,-8,275,157
Sint-Niklaas-Oost,2.3124564394328397,2.3091583819461562,-2,-4,127,127
Sint-Truiden,4.0155616942909761,4.7746961882743494,-4,-4,130,131
Sleidinge,2.9141589219330855,3.0211549775507044,0,0,119,119
Solre-sur-Sambre,3.3590482954545455,3.465612293144208,0,0,67,67
Spa,1.6092867756315007,1.7943204365079365,0,0,25,26
Spa-Géronstère,1.5188318227593152,1.8363235294117647,0,0,14,26
Statte,2.5626112166350095,2.8888833283288293,-2,-1,150,150
Stockem,0.62136766458147155167,1.5727061750399168,-2,-1,56,57
Sy,3.3087586891757696,4.3005788067675868,-1,-1,73,73
Tamines,1.5858784536390557,2.2309915296462382,-4,-1,89,92
Temse,1.6634164535379369,2.3409203881441527,-8,-10,275,275
Terhagen,2.0055290331232399,2.3121055451379587,-3,-3,132,132
Terhulpen,2.5874103575114451,2.6311574086314324,-6,-6,97,97
Ternat,3.001193143333507,2.4265685812520725,-2,-2,72,82
Testelt,2.3159213733602745,2.6065805391980131,-30,-30,123,123
Theux,1.0260089686098655,1.5174839029222387,-1,0,25,25
Thieu,2.0715118446470329,2.1216454251689151,-3,-3,93,93
Thuin,1.5911069651741294,2.6235888634630053,-1,-1,72,71
Thulin,1.8913161168835536,2.6608478384814032,-9,-1,55,60
Thurn en Taxis,3.0240890748323542,3.7756473780451837,-5,-5,109,109
Tielen,2.3344484406128242,2.8253695060287826,-1,-1,123,124
Tielt,3.2472381617038875,3.6043578454091354,-9,-9,117,117
Tienen,2.4631519863969162,3.3786731923584647,-5,-5,158,158
Tilff,3.0087275283719996,3.7961980105481007,-6,0,68,69
Tilleur,2.7532610904165256,2.7543119990969635,-7,-7,150,150
Tilly,1.1235654693669596,2.4772267303102625,-6,-2,52,53
Tilly-Garage,1.0305823850052596,1.0180599394229236,-1,-6,51,51
Tollembeek,2.242990225265456,3.2174002325638932,-1,0,90,90
Tongeren,2.4370044358192404,1.634140446876425,-1,0,76,57
Torhout,2.1987187527999283,2.6370781929660476,-4,-4,116,116
Trooz,2.2967648870303738,2.6913272513560437,-3,-3,119,132
Tubeke,2.3611081196501847,2.696949973767861,-4,-4,142,142
Turnhout,3.95577966873271,1.1757607230057214,-2,0,125,99
Ukkel-Kalevoet,2.434593154983285,2.6518221617970226,-3,-3,74,74
Ukkel-Stalle,2.6248295916185589,2.8835686525731369,-3,-3,74,74
Veltem,2.7410217407658166,2.8077623119899447,-9,-9,164,164
Vertrijk,3.1740244225077302,3.6974517974666799,-5,-5,157,157
Verviers-Centraal,2.9718658026191441,3.1421547724407971,-2,-1,132,119
Verviers-Paleis,3.2359767622859684,3.2380772366763027,-3,-3,119,119
Veurne,2.2404850746268657,2.4855131738834059,0,0,75,74
Viane-Moerbeke,1.6334004424228867,2.638846144269316,-2,-1,88,89
Vichte,1.9668706674589028,2.3689895837448478,-2,-2,141,141
Ville-Pommeroeul,1.9612747134794502,1.9643918146878571,-6,-6,90,90
Villers-la-Ville,2.4149679609186651,2.4748169281978126,-1,-1,53,53
Vilvoorde,2.2508449099196874,2.4087445142817991,-27,-8,170,169
Virton,1.2260583554376658,1.445315649867374,-3,-4,187,77
Viville,0.86046210928715988333,1.6334614099565653,-2,-1,56,57
Voroux,1.8500268135725429,2.5022340788383765,-3,-2,170,170
Vorst-Oost,2.3045875086496322,2.7090552589224127,-4,-5,74,74
Vorst-Zuid,2.3741054887992645,2.6370100618480569,-18,-18,156,156
Waarschoot,1.3230960943908133,3.0774096105586021,0,0,119,119
Walcourt,1.5176872407904367,1.9796902564102564,-4,-1,77,77
Waregem,2.4237134846113719,2.9995309201782503,-57,-57,89,90
Waterloo,2.9434243910174309,2.9765642765450211,-8,-5,88,88
Watermaal,2.8382862488637066,2.8764930904855191,-7,-7,110,113
Waver,1.6426269278633052,1.5947436328957702,-10,-10,134,134
Weerde,1.7580566630495304,2.1889742051099926,-3,-4,173,173
Welkenraedt,3.3914806164273774,2.973709785911442,-8,-189,119,86
Welle,2.2969657846634368,2.4532654002376772,-4,-4,138,138
Wervik,2.8185022026431718,3.3508774943456727,-1,-1,81,81
Wespelaar-Tildonk,1.525161610343062,2.4908873703827591,-7,-7,153,153
Wetteren,2.4666155441950063,2.7600565866571488,-58,-58,288,287
Wevelgem,2.9207393375810803,3.6405929158110883,0,0,88,103
Wezemaal,2.1326329735096406,2.4627329212116629,-24,-24,153,153
Wezet,3.6101289134438306,1.3522099447513812,-3,-3,39,39
Wichelen,2.2586010739965414,2.7450883002207506,-32,-32,280,280
Wijgmaal,1.8835979854361146,2.3725382879638965,-6,-6,154,154
Wildert,2.5436335291131898,2.6203164075241927,-1,-1,95,95
Willebroek,1.9626661586656507,2.5172452438990222,-12,-12,274,274
Wolfstee,2.8797495557481376,2.9691339864989099,-6,-6,120,120
Wondelgem,1.4771675044994725,1.6605100608329434,-1,0,119,119
Yves-Gomezée,1.048719545096086,2.0017864493290524,-2,0,72,73
Yvoir,0.75883463606081593667,1.6976969517511392,-2,-2,89,90
Zandbergen,3.9749270669233911,4.0500656512605042,-1,0,87,87
Zaventem,2.6588718350951625,2.8075777791614409,-8,-8,163,163
Zedelgem,2.2509082225107837,2.6743842693626687,-4,-4,115,115
Zeebrugge-Dorp,2.2291651927838698,1.182260900140647,0,0,42,36
Zeebrugge-Strand,0.85507209499575911833,0.77760101010101010167,-1,0,23,24
Zeebrugge-Vorming,1.3479479166666667,1.3479479166666667,-1,-1,42,42
Zele,2.7079362887262349,3.5272859732452215,-7,-3,70,70
Zellik,2.5135835021490509,2.9694100825755872,-5,-5,151,151
Zichem,2.4242135638660791,2.6033175639978867,-30,-30,123,123
Zingem,1.9294834964239758,2.2350213599145603,0,0,118,118
Zinnik,2.5474292464318769,2.8114896653483787,-4,-4,134,134
Zolder,2.4287508293052791,3.3389373323112304,-4,-4,64,64
Zolder-Kruissporen,2.724546636231057,2.7220721577579101,-3,-3,64,64
Zonhoven,2.8743783219438117,3.1739660876757651,-4,-4,64,63
Zottegem,2.8433259151603234,2.2340309438169641,-3,-1,133,135
Zwijndrecht,2.1185458803050398,2.4477774098754191,-4,-4,95,95
